date;stationID;interpret;title
01/19/2024 14:52:42;1live;ÁSDÍS;Angel eyes
01/19/2024 14:53:43;dashitradio;Harry Styles;Watermelon Sugar
01/19/2024 14:53:58;1live;Usher;DJ Got Us Fallin' In Love
01/19/2024 14:54:29;1live;Thirty Seconds To Mars;Seasons
01/19/2024 14:54:59;bayern1main;Cyndi Lauper;She Bop
01/19/2024 14:55:45;1live;Swedish House Mafia;Save The World
01/19/2024 14:56:00;1live;Nelly;Ride Wit Me
01/19/2024 14:56:15;bremennext;Calvin Harris mit Big Sean;Feels
01/19/2024 14:56:31;wdr2;Lewis Capaldi;Someone you loved
01/19/2024 14:57:32;41;RAY DALTON;DO IT AGAIN
01/19/2024 14:57:47;1live;Jax Jones & Calum Scott;Whistle
01/19/2024 14:58:33;1live;cassö x RAYE x D-Block Europe;Prada
01/19/2024 14:58:33;18;RAY DALTON;DO IT AGAIN
01/19/2024 14:59:03;bremennext;Eliza Rose mit Interplanetary Criminal;B.O.T.A. (Baddest Of Them All)
01/19/2024 15:00:34;bayern1main;;    Ampel-Politiker stellen sich in Berlin der Wut der Bauern
01/19/2024 15:00:49;dashitradio;Sophie & The Giants;Paradise (Purple Disco Machine)
01/19/2024 15:02:36;bremennext;6pm Records mit Luciano;Wonderful Life
01/19/2024 15:04:08;dashitradio;Portugal. The Man;Feel It Still
01/19/2024 15:04:08;wdr2;;WDR 2 Der Nachmittag mit Thorsten Schorn
01/19/2024 15:04:38;41;GLOCKENBACH X ELLA HENDERSON;LIFELINE
01/19/2024 15:04:38;18;GLOCKENBACH X ELLA HENDERSON;LIFELINE
01/19/2024 15:04:54;bayern1main;BAYERN 1;Es ist 15:04 Uhr
01/19/2024 15:05:09;1live;Doja Cat;Paint The Town Red
01/19/2024 15:05:24;bremennext;Oliver Heldens mit Becky Hill;Gecko (Overdrive)
01/19/2024 15:06:41;dashitradio;Lena;Looking For Love
01/19/2024 15:06:41;bayern1main;U2;With Or Without You
01/19/2024 15:07:11;wdr2;Sophie and the Giants & Purple Disco Machine;Paradise
01/19/2024 15:07:42;41;U 2;I STILL HAVEN'T FOUND WHAT I'M LOOKING FOR
01/19/2024 15:07:42;18;U 2;I STILL HAVEN'T FOUND WHAT I'M LOOKING FOR
01/19/2024 15:08:12;1live;Years & Years;King
01/19/2024 15:08:28;bremennext;Jack Harlow;Lovin On Me
01/19/2024 15:09:14;1live;Eliza Rose x Calvin Harris;Body Moving
01/19/2024 15:10:31;dashitradio;Post Malone;Chemical
01/19/2024 15:10:46;wdr2;Camouflage;The great commandment
01/19/2024 15:11:01;bayern1main;Abba;Angel Eyes
01/19/2024 15:11:47;41;CYRIL;STUMBLIN' IN
01/19/2024 15:11:47;18;CYRIL;STUMBLIN' IN
01/19/2024 15:12:18;1live;Tate McRae;greedy
01/19/2024 15:13:35;wdr2;Nicky Youre;Eyes On You
01/19/2024 15:13:35;bremennext;Diplo Joji;Daylight
01/19/2024 15:13:35;dashitradio;Everything But The Girl;Missing
01/19/2024 15:13:50;1live;The Black Eyed Peas x J Balvin;RITMO (Bad Boys For Life)
01/19/2024 15:15:07;bayern1main;Feargal Sharkey;A Good Heart
01/19/2024 15:15:22;1live;Malik Harris;Rockstars
01/19/2024 15:16:23;bremennext;Tate McRae;Greedy
01/19/2024 15:16:54;41;ED SHEERAN;OVERPASS GRAFFITI
01/19/2024 15:17:55;1live;Kenya Grace;Strangers
01/19/2024 15:17:55;18;ED SHEERAN;OVERPASS GRAFFITI
01/19/2024 15:18:10;dashitradio;Macklemore;Can't Hold Us ( feat. Ray Dalton)
01/19/2024 15:18:25;bremennext;Pashanim;Ms. Jackson
01/19/2024 15:18:56;1live;Miley Cyrus;Flowers
01/19/2024 15:19:42;wdr2;Michael Schulte;You let me walk alone
01/19/2024 15:20:12;bayern1main;Melanie C;Next Best Superstar
01/19/2024 15:20:58;41;P!NK;IRRELEVANT
01/19/2024 15:21:59;18;P!NK;IRRELEVANT
01/19/2024 15:22:30;1live;Fun. feat. Janelle Monae;We Are Young
01/19/2024 15:23:01;wdr2;Nico Santos x Fast Boy;Where You Are
01/19/2024 15:23:16;bayern1main;Jan Hammer;Crockett's Theme
01/19/2024 15:23:31;bremennext;Pnau mit Bebe Rexha;Stars
01/19/2024 15:24:33;bremennext;DJ JEEZY mit Shindy;Red Dot
01/19/2024 15:25:34;wdr2;John Mayer;Your body is a wonderland
01/19/2024 15:26:04;41;LADY GAGA;THE EDGE OF GLORY
01/19/2024 15:26:20;1live;AYLIVA;Hässlich
01/19/2024 15:26:35;bayern1main;Phil Collins;Dance Into The Light
01/19/2024 15:27:05;18;LADY GAGA;THE EDGE OF GLORY
01/19/2024 15:27:21;bremennext;Chase & Status mit Stefflon Don;Selecta
01/19/2024 15:28:22;dashitradio;Robin Schulz;Young Right Now ( & Dennis Lloyd)
01/19/2024 15:28:22;1live;Teddy Swims;Lose Control
01/19/2024 15:28:37;1live;ATB x Topic x A7S;Your Love (9PM)
01/19/2024 15:30:24;bayern1main;BAYERN 1 Regional;Mainfranken
01/19/2024 15:31:25;dashitradio;Loi;New Am I Enough
01/19/2024 15:31:25;1live;Giant Rooks;Morning Blue
01/19/2024 15:32:26;bremennext;Zerb mit Sofiya Nzau;Mwaki
01/19/2024 15:33:12;41;LOST FREQUENCIES;THE FEELING
01/19/2024 15:33:43;1live;Tove Lo feat. Hippie Sabotage;Habits (Stay High) (Habits Remix)
01/19/2024 15:34:13;dashitradio;Taylor Swift;Cruel Summer
01/19/2024 15:34:44;1live;Doja Cat;Paint The Town Red
01/19/2024 15:35:14;18;LOST FREQUENCIES;THE FEELING
01/19/2024 15:35:30;bremennext;Reezy;In & Out
01/19/2024 15:36:15;bayern1main;Robbie Williams & Nicole Kidman;Something Stupid
01/19/2024 15:36:15;1live;Zara Larsson x David Guetta;On My Love
01/19/2024 15:36:15;41;MR. BIG;TO BE WITH YOU
01/19/2024 15:36:31;wdr2;Alesso & Katy Perry;When I'm Gone
01/19/2024 15:37:17;18;MR. BIG;TO BE WITH YOU
01/19/2024 15:37:47;1live;OneRepublic;Runaway
01/19/2024 15:38:03;dashitradio;Kygo;Whatever (X Ava Max)
01/19/2024 15:38:49;bayern1main;Falco;Vienna Calling
01/19/2024 15:39:19;wdr2;U2;Beautiful day
01/19/2024 15:40:21;bremennext;Cardi B mit Megan Thee Stallion;Bongos
01/19/2024 15:40:51;1live;Lost Frequencies;The Feeling
01/19/2024 15:40:51;dashitradio;Melanie C;I Turn To You
01/19/2024 15:41:22;41;GOSSIP;CRAZY AGAIN
01/19/2024 15:41:22;18;T.A.T.U.;ALL THE THINGS SHE SAID
01/19/2024 15:42:39;bayern1main;Diana Ross & The Supremes;You Can't Hurry Love
01/19/2024 15:43:09;1live;Tiësto & Ava Max;The Motto
01/19/2024 15:43:09;wdr2;Zoe Wees;Lightning
01/19/2024 15:43:09;bremennext;Kenya Grace;Strangers
01/19/2024 15:43:40;1live;The Blessed Madonna;Serotonin Moonbeams
01/19/2024 15:44:57;dashitradio;Nico Santos;Weekend Lover
01/19/2024 15:45:27;18;GOSSIP;CRAZY AGAIN
01/19/2024 15:45:58;1live;Clean Bandit feat. Sean Paul & Anne-Marie;Rockabye
01/19/2024 15:46:13;bremennext;David Guetta mit Aya Starr;Big Fu
01/19/2024 15:46:29;41;AVICII FEAT. ALOE BLACC;SOS
01/19/2024 15:47:45;bayern1main;Survivor;Burning Heart
01/19/2024 15:48:00;dashitradio;Lauv;I Like Me Better
01/19/2024 15:48:31;bremennext;Art;Belgisches Viertel
01/19/2024 15:48:31;18;AVICII FEAT. ALOE BLACC;SOS
01/19/2024 15:49:02;wdr2;Johannes Oerding;Kreise
01/19/2024 15:49:32;41;POLICE;ROXANNE
01/19/2024 15:50:34;1live;Jack Harlow;Lovin On Me
01/19/2024 15:50:34;18;SOUL II SOUL;BACK TO LIFE
01/19/2024 15:51:04;bayern1main;Roxette;Run To You
01/19/2024 15:51:35;41;HARRY STYLES;AS IT WAS
01/19/2024 15:52:21;wdr2;Frankie Goes To Hollywood;Relax
01/19/2024 15:52:36;bremennext;Creeds;Push Up
01/19/2024 15:52:52;1live;Keri Hilson;I Like
01/19/2024 15:53:22;dashitradio;Milow;Asap
01/19/2024 15:54:24;bayern1main;Richard Sanderson;Reality
01/19/2024 15:54:24;1live;Swedish House Mafia;Save The World
01/19/2024 15:54:39;bremennext;Martin Garrix mit Jvke;Hero
01/19/2024 15:54:39;wdr2;;WDR 2 Der Nachmittag mit Thorsten Schorn
01/19/2024 15:55:10;wdr2;Elton John x Britney Spears;Hold me closer
01/19/2024 15:55:41;1live;Tove Lo feat. Hippie Sabotage;Habits (Stay High) (Habits Remix)
01/19/2024 15:57:28;bremennext;kid kapri;Mosaik
01/19/2024 15:58:45;41;TOM GREGORY;FORGET SOMEBODY
01/19/2024 15:58:45;18;TOM GREGORY;FORGET SOMEBODY
01/19/2024 15:59:15;1live;Dua Lipa;Houdini
01/19/2024 16:00:16;bremennext;Joey Bada$$;The Rev3nge (Explicit)
01/19/2024 16:00:32;bayern1main;;    Ampel-Politiker stellen sich in Berlin der Wut der Bauern
01/19/2024 16:00:47;1live;Fun. feat. Janelle Monae;We Are Young
01/19/2024 16:01:02;1live;Nico Santos;Would I Lie To You
01/19/2024 16:01:02;dashitradio;Pink;Trustfall
01/19/2024 16:01:33;1live;Fred again.. & Baby Keem;leavemealone
01/19/2024 16:02:19;bremennext;Era Istrefi;Bonbon
01/19/2024 16:03:35;1live;Eliza Rose x Calvin Harris;Body Moving
01/19/2024 16:04:52;bremennext;Meduza mit Poppy Baskcomb;Upside Down
01/19/2024 16:04:52;bayern1main;BAYERN 1;Es ist 16:04 Uhr
01/19/2024 16:04:52;dashitradio;Sia;Gimme Love
01/19/2024 16:04:52;41;TWOCOLORS, SAFRI DUO, CHRIS DE;CYNICAL
01/19/2024 16:04:52;18;TWOCOLORS, SAFRI DUO, CHRIS DE SARANDY;CYNICAL
01/19/2024 16:05:38;1live;Glockenbach feat. Ella Henderson;LIFELINE
01/19/2024 16:06:24;1live;Tyla;Water
01/19/2024 16:06:24;bayern1main;Bonnie Tyler;Total Eclipse Of The Heart
01/19/2024 16:07:40;dashitradio;One Republic;Counting Stars
01/19/2024 16:07:56;41;Walk The Moon;Shut Up And Dance
01/19/2024 16:07:56;18;Walk The Moon;Shut Up And Dance
01/19/2024 16:08:11;wdr2;OneRepublic;Love runs out
01/19/2024 16:08:27;1live;Stromae;Alors On Danse
01/19/2024 16:10:29;bayern1main;Wakelin, Johnny;In Zaire
01/19/2024 16:10:29;bremennext;Kontra K mit Lana Del Rey;Summertime
01/19/2024 16:11:00;41;ECHT;DU TRÄGST KEINE LIEBE IN DIR
01/19/2024 16:11:46;wdr2;Simply Red;Stars
01/19/2024 16:12:01;18;ECHT;DU TRÄGST KEINE LIEBE IN DIR
01/19/2024 16:12:47;bremennext;Ciara mit Summer Walker;Better Thangs
01/19/2024 16:13:33;dashitradio;Glockenbach;Lifeline (X Ella Henderson)
01/19/2024 16:13:33;bayern1main;Eddy Grant;I Don't Wanna Dance
01/19/2024 16:14:34;1live;Noah Kahan;Stick Season
01/19/2024 16:15:51;wdr2;ASDIS;Angel eyes
01/19/2024 16:16:06;41;ROBIN SCHULZ ;ONE BY ONE
01/19/2024 16:16:21;dashitradio;Robbie Williams;The Road To Mandalay
01/19/2024 16:16:21;bremennext;Charli Xcx mit Sam Smith;In The City
01/19/2024 16:17:07;18;AVA MAX;EVERYTIME I CRY
01/19/2024 16:17:23;1live;OneRepublic;Runaway
01/19/2024 16:17:53;1live;Lil Nas X;Montero (Call Me By Your Name)
01/19/2024 16:18:39;wdr2;Phil Collins;Can't stop loving you
01/19/2024 16:19:10;41;POST MALONE;CHEMICAL
01/19/2024 16:19:41;bayern1main;Sarah Brightman & Andrea Bocelli;Time To Say Goodbye
01/19/2024 16:19:41;dashitradio;Michael Bublé;It's A Beautiful Day
01/19/2024 16:20:11;18;POST MALONE;CHEMICAL
01/19/2024 16:20:27;1live;Jack Harlow;Lovin On Me
01/19/2024 16:20:27;bremennext;Badmómzjay;Hallelujah
01/19/2024 16:21:13;1live;Sia;Gimme Love
01/19/2024 16:23:15;18;SEAL;LOVE'S DIVINE
01/19/2024 16:23:31;bayern1main;F.R. David;Words
01/19/2024 16:23:31;bremennext;Polo G;Rapstar
01/19/2024 16:24:16;1live;Ida Corr & Fedde Le Grand;Let Me Think About It
01/19/2024 16:24:16;41;CALVIN HARRIS FEAT. SAM SMITH;PROMISES
01/19/2024 16:24:47;1live;Felix Jaehn & Jonas Blue;Past Life
01/19/2024 16:25:18;wdr2;Camila Cabello x Ed Sheeran;Bam Bam
01/19/2024 16:25:33;bayern1main;Coldplay;Higher Power
01/19/2024 16:26:19;bremennext;Tate McRae;Exes
01/19/2024 16:26:49;1live;Milky Chance;Living in a Haze
01/19/2024 16:27:20;41;ADELE;EASY ON ME
01/19/2024 16:28:21;18;CALVIN HARRIS FEAT. SAM SMITH;PROMISES
01/19/2024 16:28:36;dashitradio;Tate Mcrae;Greedy
01/19/2024 16:28:52;bremennext;Pashanim;Paris Freestyle (Skrilla Remix)
01/19/2024 16:29:53;1live;Lil Nas X;Star Walkin'
01/19/2024 16:30:23;1live;Cro;Traum
01/19/2024 16:30:23;bayern1main;BAYERN 1 Regional;Mainfranken
01/19/2024 16:30:38;1live;Stromae;Alors On Danse
01/19/2024 16:30:54;dashitradio;Imagine Dragons;Natural
01/19/2024 16:31:39;1live;Tyla;Water
01/19/2024 16:31:55;1live;Keri Hilson;I Like
01/19/2024 16:32:10;1live;Dynoro;In My Mind
01/19/2024 16:32:25;bremennext;The Weeknd mit Madonna;Popular
01/19/2024 16:33:26;41;SOPHIE AND THE GIANTS, PURPLE;PARADISE
01/19/2024 16:33:57;dashitradio;Camouflage;Love Is A Shield
01/19/2024 16:33:57;1live;Teddy Swims;Lose Control
01/19/2024 16:34:27;18;SOPHIE AND THE GIANTS, PURPLE DISCO MACHINE;PARADISE
01/19/2024 16:35:13;1live;ClockClock;Over
01/19/2024 16:35:59;bayern1main;Toni Braxton;Un-Break My Heart
01/19/2024 16:36:14;1live;Ida Corr & Fedde Le Grand;Let Me Think About It
01/19/2024 16:36:14;wdr2;Leony;Holding on
01/19/2024 16:36:14;bremennext;BROSKI036;Graue Tage
01/19/2024 16:36:30;41;DON HENLEY;THE BOYS OF SUMMER
01/19/2024 16:37:31;1live;Sia;Gimme Love
01/19/2024 16:37:31;18;DON HENLEY;THE BOYS OF SUMMER
01/19/2024 16:38:48;bremennext;Hill,Becky, Sonny Fodera;Never Be Alone
01/19/2024 16:38:48;dashitradio;Cat Burns;Know That You're Not Alone
01/19/2024 16:39:19;1live;Gym Class Heroes feat. Adam Levine;Stereo Hearts
01/19/2024 16:39:19;wdr2;Depeche Mode;Personal Jesus
01/19/2024 16:40:20;bayern1main;Midnight Oil;Beds Are Burning
01/19/2024 16:40:35;41;REA GARVEY;PERFECT IN MY EYES
01/19/2024 16:41:37;wdr2;Zara Larsson;Can't tame her
01/19/2024 16:41:37;18;IMAGINE DRAGONS;THUNDER
01/19/2024 16:41:52;dashitradio;Dermot Kennedy;Outnumbered
01/19/2024 16:42:38;bremennext;Dua Lipa;Houdini
01/19/2024 16:43:09;1live;Robin Schulz x Rita Ora x Tiago PZK;I'll Be There
01/19/2024 16:44:42;wdr2;Dean Lewis;Be alright
01/19/2024 16:45:28;1live;Vance Joy;Riptide
01/19/2024 16:45:43;dashitradio;Selena Gomez;Single Soon
01/19/2024 16:45:43;41;DAVID GUETTA;LOVERS ON THE SUN
01/19/2024 16:46:14;bremennext;Jack Harlow;First Class
01/19/2024 16:47:16;1live;Olivia Rodrigo;good 4 u
01/19/2024 16:47:46;18;KUNGS FEAT. DAVID GUETTA & IZZY BIZU;ALL NIGHT LONG
01/19/2024 16:48:17;wdr2;;WDR 2 Der Nachmittag mit Thorsten Schorn
01/19/2024 16:48:48;dashitradio;Miley Cyrus;Prisoner (feat. Dua Lipa)
01/19/2024 16:48:48;41;THIRTY SECONDS TO MARS;SEASONS
01/19/2024 16:49:34;bayern1main;A-Ha;The Sun Always Shines On TV
01/19/2024 16:50:04;1live;Giant Rooks;Somebody Like You
01/19/2024 16:50:20;bremennext;Mero mit Ayliva;Bullet
01/19/2024 16:50:35;wdr2;Marshmello x Pink x Sting;Dreaming
01/19/2024 16:50:51;18;SHOUSE;LOVE TONIGHT
01/19/2024 16:51:52;41;BLUR;SONG 2
01/19/2024 16:54:09;wdr2;Spin Doctors;Two princes
01/19/2024 16:54:09;dashitradio;Meduza;Bad Memories (X James Carter feat. Elley Duhe & Fa
01/19/2024 16:54:25;bremennext;Joel Corry mit Mk;Drinkin'
01/19/2024 16:55:10;1live;Lil Nas X;Montero (Call Me By Your Name)
01/19/2024 16:55:26;bayern1main;Elton John;Song For Guy
01/19/2024 16:56:57;41;NIK KERSHAW;WOULDN'T IT BE GOOD
01/19/2024 16:56:57;18;NIK KERSHAW;WOULDN'T IT BE GOOD
01/19/2024 16:57:13;1live;BENNETT;Vois Sur Ton Chemin (Techno Mix)
01/19/2024 16:58:59;bremennext;Tyla;Water
01/19/2024 17:00:46;bayern1main;;    Ampel-Politiker stellen sich in Berlin der Wut der Bauern
01/19/2024 17:01:01;dashitradio;Robin Schulz;I'll Be There ( & Rita Ora, Tiago Pzk)
01/19/2024 17:03:33;bremennext;Fred Again.. mit Baby Keem;Leavemealone
01/19/2024 17:03:49;dashitradio;Rag'n'bone Man;Skin
01/19/2024 17:04:19;1live;Tate McRae;greedy
01/19/2024 17:04:35;bremennext;David Guetta mit Aya Starr;Big Fu
01/19/2024 17:05:05;bayern1main;BAYERN 1;Es ist 17:04 Uhr
01/19/2024 17:05:05;18;CLOCKCLOCK;SOMEONE ELSE
01/19/2024 17:05:05;41;CLOCKCLOCK;SOMEONE ELSE
01/19/2024 17:06:37;1live;Marteria feat. Yasha & Miss Platnum;Lila Wolken
01/19/2024 17:06:52;bremennext;Post Malone mit Swae Lee;Sunflower
01/19/2024 17:07:07;dashitradio;Lena;Straitjacket
01/19/2024 17:07:53;wdr2;Miley Cyrus;Flowers
01/19/2024 17:08:08;18;ICONA POP;I LOVE IT
01/19/2024 17:08:08;41;RICKY MARTIN;LIVIN' LA VIDA LOCA
01/19/2024 17:08:39;dashitradio;Kygo;Whatever (X Ava Max)
01/19/2024 17:09:25;bremennext;Jazeek;Take It
01/19/2024 17:10:57;bayern1main;Beatles;Here Comes The Sun
01/19/2024 17:11:12;dashitradio;Clockclock;Over
01/19/2024 17:11:13;18;RIKU RAJAMAA;LONELY HEART
01/19/2024 17:11:28;wdr2;Robin Beck;First time
01/19/2024 17:11:43;1live;KAMRAD;I Hope You End Up Alone (With Me)
01/19/2024 17:11:58;1live;Charlie Puth;Attention
01/19/2024 17:12:14;41;ICONA POP;I LOVE IT
01/19/2024 17:13:00;1live;Gym Class Heroes feat. Adam Levine;Stereo Hearts
01/19/2024 17:13:46;1live;Purple Disco Machine x Kungs;Substitution
01/19/2024 17:14:01;dashitradio;Pet Shop Boys;Domino Dancing
01/19/2024 17:14:17;bremennext;Eliza Rose mit Calvin Harris;Body Moving
01/19/2024 17:14:32;bayern1main;Jennifer Rush;Ring Of Ice
01/19/2024 17:14:32;wdr2;Avicii feat. Chris Martin;Heaven
01/19/2024 17:15:18;18;RICKY MARTIN;LIVIN' LA VIDA LOCA
01/19/2024 17:15:49;1live;Ida Corr & Fedde Le Grand;Let Me Think About It
01/19/2024 17:16:20;41;RIKU RAJAMAA;LONELY HEART
01/19/2024 17:16:35;1live;Olivia Rodrigo;good 4 u
01/19/2024 17:16:50;bremennext;Latto mit Lu Kala;Lottery
01/19/2024 17:18:22;1live;Kenya Grace;Strangers
01/19/2024 17:18:22;dashitradio;Ariana Grande;No Tears Left To Cry
01/19/2024 17:18:37;1live;David Guetta & Kim Petras;When We Were Young (The Logical Song)
01/19/2024 17:19:23;18;MILEY CYRUS;USED TO BE YOUNG
01/19/2024 17:19:23;41;MILEY CYRUS;USED TO BE YOUNG
01/19/2024 17:20:25;bremennext;Yakary;Sonnenbank
01/19/2024 17:21:26;wdr2;Dua Lipa;Houdini
01/19/2024 17:21:41;1live;Bruno Mars;Locked Out Of Heaven
01/19/2024 17:21:41;bayern1main;Moby;Why Does My Heart Feel So Bad?
01/19/2024 17:22:27;bremennext;Afrojack, Aoki,Steve;No Beef
01/19/2024 17:22:27;18;Axwell & Ingrosso;More Than You Know
01/19/2024 17:22:27;41;AXWELL ;MORE THAN YOU KNOW
01/19/2024 17:23:44;1live;Robin Schulz x Rita Ora x Tiago PZK;I'll Be There
01/19/2024 17:24:45;wdr2;Red Hot Chili Peppers;Under the bridge
01/19/2024 17:25:01;bayern1main;Pat Benatar;Love Is A Battlefield
01/19/2024 17:25:16;1live;Öwnboss & Sevek;Move Your Body
01/19/2024 17:25:31;41;ZOE WEES;CONTROL
01/19/2024 17:26:48;1live;Sia;Gimme Love
01/19/2024 17:27:33;1live;Portugal. The Man;Feel It Still
01/19/2024 17:27:33;bayern1main;Boyzone;Baby Can I Hold You
01/19/2024 17:27:33;18;Justin Timberlake;Can't Stop The Feeling!
01/19/2024 17:28:19;bremennext;Zedd mit Maren Morris;Make You Say
01/19/2024 17:28:19;dashitradio;Purple Disco Machine;Dopamine (feat. Eyelar)
01/19/2024 17:28:35;41;Justin Timberlake;Can't Stop The Feeling!
01/19/2024 17:30:52;bayern1main;Michael Jackson;They Don't Care About Us
01/19/2024 17:32:08;dashitradio;Kamrad;I Hope You End Up Alone (With Me)
01/19/2024 17:32:24;1live;Ofenbach feat. Norma Jean Martine;Overdrive
01/19/2024 17:33:09;bremennext;Iilliaa;Life Gets Hard
01/19/2024 17:33:40;41;DIE AERZTE;WESTERLAND
01/19/2024 17:34:10;dashitradio;Maroon 5;Memories
01/19/2024 17:34:41;18;AERZTE;WESTERLAND
01/19/2024 17:34:56;1live;Rihanna;Pon De Replay
01/19/2024 17:35:11;bremennext;The Kid Laroi mit Jung Kook;Too Much
01/19/2024 17:36:58;bayern1main;Hooters;Johnny B
01/19/2024 17:37:44;wdr2;Alle Farben & Moss Kena;Forgot how to love
01/19/2024 17:37:44;41;ÁSDÍS;ANGEL EYES
01/19/2024 17:37:44;18;ÁSDÍS;ANGEL EYES
01/19/2024 17:38:15;bayern1main;Diana Ross;Chain Reaction
01/19/2024 17:38:30;bremennext;Liz;Gangster Tanzen Nicht
01/19/2024 17:38:45;dashitradio;Twocolors;Cynical (Safri Duo, Chris De Sarandy)
01/19/2024 17:40:02;1live;Axwell / Ingrosso;More Than You Know
01/19/2024 17:40:18;wdr2;Toploader;Dancing in the moonlight
01/19/2024 17:40:18;1live;Purple Disco Machine x Kungs;Substitution
01/19/2024 17:40:48;bayern1main;Lady GaGa;Alejandro
01/19/2024 17:40:48;41;ALLE FARBEN ;AS FAR AS FEELINGS GO
01/19/2024 17:40:48;18;ALLE FARBEN & JUSTIN JESSO;AS FAR AS FEELINGS GO
01/19/2024 17:41:50;dashitradio;Shakira;Underneath Your Clothes
01/19/2024 17:42:20;bremennext;Imanbek mit Aarne;Ice Ice Ice
01/19/2024 17:43:21;1live;Tyla;Water
01/19/2024 17:43:37;wdr2;Tom Gregory;Never look back
01/19/2024 17:44:23;bremennext;Topic mit A7S;Why Do You Lie To Me
01/19/2024 17:45:24;dashitradio;Taio Cruz;Break Your Heart
01/19/2024 17:45:39;1live;cassö x RAYE x D-Block Europe;Prada
01/19/2024 17:45:55;41;MALIK HARRIS;STICKS 
01/19/2024 17:45:55;18;MALIK HARRIS;STICKS & STONES
01/19/2024 17:46:25;wdr2;;WDR 2 Der Nachmittag mit Thorsten Schorn
01/19/2024 17:46:56;bremennext;Oxlade;Ku Lo Sa
01/19/2024 17:47:57;wdr2;Of Monsters And Men;Little talks
01/19/2024 17:47:57;1live;ÁSDÍS;Angel eyes
01/19/2024 17:48:43;bayern1main;Starship;We Built This City
01/19/2024 17:49:29;1live;The Weeknd Metro Boomin'& 21 Savage;Creepin'
01/19/2024 17:50:00;1live;Portugal. The Man;Feel It Still
01/19/2024 17:50:00;41;FAMILY OF THE YEAR;HERO
01/19/2024 17:50:00;18;FAMILY OF THE YEAR;HERO
01/19/2024 17:50:15;bremennext;Troye Sivan;Rush
01/19/2024 17:51:47;bayern1main;Whitney Houston;I Will Always Love You
01/19/2024 17:51:47;wdr2;Adele;Easy on me
01/19/2024 17:51:47;dashitradio;Michael Jackson & Justin Timberlake;Love Never Felt So Good
01/19/2024 17:52:03;41;DUFFY;WARWICK AVENUE
01/19/2024 17:52:03;18;DUFFY;MERCY
01/19/2024 17:53:04;1live;Avicii;Waiting For Love
01/19/2024 17:54:05;1live;Öwnboss & Sevek;Move Your Body
01/19/2024 17:55:06;bremennext;Apache 207;Wenn Das So Bleibt
01/19/2024 17:55:52;1live;Ofenbach feat. Norma Jean Martine;Overdrive
01/19/2024 17:56:07;bayern1main;Eros Ramazzotti;Ma Che Bello Questo Amore
01/19/2024 17:56:38;wdr2;Culture Club;Karma chameleon
01/19/2024 17:57:23;bremennext;Jason Derulo mit Snoop Dogg;Wiggle
01/19/2024 17:58:09;41;LEWIS CAPALDI;FORGET ME
01/19/2024 17:58:09;18;LEWIS CAPALDI;FORGET ME
01/19/2024 17:59:25;1live;Selena Gomez;Single Soon
01/19/2024 17:59:40;1live;Bruno Mars;Locked Out Of Heaven
01/19/2024 18:00:42;dashitradio;Enrico Ostendorf;100,5 In The Mix Am Freitag
01/19/2024 18:02:13;bremennext;Alok mit James Arthur;Work With My Love
01/19/2024 18:03:14;bremennext;Ski Aggu mit Monk;Nicht Nachmachen!!
01/19/2024 18:04:45;1live;Eliza Rose x Calvin Harris;Body Moving
01/19/2024 18:05:16;41;JAX JONES, FIREBOY DML;ME AND MY GUITAR
01/19/2024 18:05:31;1live;Taylor Swift;Is It Over Now? (Taylor's Version) (From The Vault)
01/19/2024 18:06:17;bremennext;Tate Mcrae mit Khalid;Working
01/19/2024 18:06:17;18;JAX JONES, FIREBOY DML;ME AND MY GUITAR
01/19/2024 18:07:03;bayern1main;Eurythmics;Sweet Dreams
01/19/2024 18:07:33;1live;DJ Snake & J. Balvin feat. Tyga;Loco Contigo
01/19/2024 18:07:49;wdr2;Purple Disco Machine x Kungs;Substitution
01/19/2024 18:08:19;18;MARQUE;ONE TO MAKE HER HAPPY
01/19/2024 18:08:19;41;MARQUE;ONE TO MAKE HER HAPPY
01/19/2024 18:09:05;bremennext;Tiėsto mit 21 Savage;Both
01/19/2024 18:10:07;1live;Years & Years;King
01/19/2024 18:10:38;wdr2;Whitney Houston;One moment in time
01/19/2024 18:10:38;bayern1main;Los Bravos;Black Is Black
01/19/2024 18:10:53;1live;ACRAZE feat. Cherish;Do It To It
01/19/2024 18:11:24;18;LOI;AM I ENOUGH
01/19/2024 18:11:24;41;LOI;AM I ENOUGH
01/19/2024 18:12:25;bremennext;Nicki Minaj mit Lil Uzi Vert;Everybody
01/19/2024 18:12:25;1live;Axwell / Ingrosso;More Than You Know
01/19/2024 18:13:11;bayern1main;Dominoe;Here I Am
01/19/2024 18:13:41;1live;Kygo feat. Parson James;Stole The Show
01/19/2024 18:14:27;41;GUNS N' ROSES;NOVEMBER RAIN
01/19/2024 18:14:27;18;GUNS N' ROSES;NOVEMBER RAIN
01/19/2024 18:15:13;bremennext;Marshmello mit Polo G;Grown Man
01/19/2024 18:15:28;wdr2;Ava Max;Million Dollar Baby
01/19/2024 18:18:02;1live;David Guetta Kungs& Izzy Bizu;All Night Long
01/19/2024 18:18:32;bremennext;Pashanim;Airberlin
01/19/2024 18:20:51;bremennext;DJ Belite;All Eyes On Me
